ACRES,BOROUGH,LOCATION,SIGNNAME,TYPECATEGORY,URL,ZIPCODE
0.436,M,W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd.,Robert L. Clinkscales Playground and Community Garden,Neighborhood Park,http://www.nycgovparks.org/parks/M355/,10039
0.269,M,"Broadway, 5 Ave., W. 24 St. to W. 25 St.",Worth Square,Triangle/Plaza,http://www.nycgovparks.org/parks/M101/,10010
6.699,M,W. 173 St. bet. Haven Ave. and Ft. Washington Ave.,J. Hood Wright Park,Neighborhood Park,http://www.nycgovparks.org/parks/M099/,10033
0.171,X,E 158 St bet. Melrose Av and Courtlandt Av,Courtlandt Avenue Association Garden,Garden,http://www.nycgovparks.org/parks/X338/,10451
0.16,X,E 151 St bet. Concord Av and Wales Av,Isla Verde Garden,Garden,http://www.nycgovparks.org/parks/X314/,10455
0.029,X,St Ann's Ave. at Rae St.,St. Ann's Block Association Garden,Garden,http://www.nycgovparks.org/parks/X345/,10455
0.988,X,E 156 St bet. Jackson Av and Forest Av,Captain Rivera Playground,Playground,http://www.nycgovparks.org/parks/X194/,10455
1.882,X,E 141 St to E 140 St bet. Willis Av and Alexander Av,Willis Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X217/,10454
0.224,M,E. 4 St. bet. Ave. C and Ave. D,Orchard Alley Garden,Garden,http://www.nycgovparks.org/parks/M354/,10009
0.718,M,Lafayette St. bet. Astor Pl. and E. 4 St.,The Public Theater,Managed Sites,http://www.nycgovparks.org/parks/M276/,10003
0.344,X,E. 137 St. bet. Cypress Ave. and St. Ann's Ave.,United We Stand Garden,Garden,http://www.nycgovparks.org/parks/X277A/,10454
0.367,X,E. 139 St. and St Ann's Ave.,Padre Plaza,Garden,http://www.nycgovparks.org/parks/X285/,10454
1.254,M,"Cherry St. To Water St., W. Catherine Slip To Market Slip",Tanahey Playground,Neighborhood Park,http://www.nycgovparks.org/parks/M206/,10002
1.633,Q,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",Crowley Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q360J/,11373
7.85,M,E. Houston St. To Canal St. bet. Chrystie St. and Forsyth St.,Sara D. Roosevelt Park,Neighborhood Park,http://www.nycgovparks.org/parks/M105/,10002
1.32,X,Barnes Ave. bet. E. 216 St. and E. 215 St.,Agnes Haywood Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X169/,10467
1.43,Q,"Beach 65 St. to Beach 66 St., Beach Channel Dr.",Almeda Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q443/,11692
1.59,M,E. 47 St. bet. 1 Ave. and 2 Ave.,Dag Hammarskjold Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/M203C/,10017
2.181,X,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.,Loreto Playground,Community Park,http://www.nycgovparks.org/parks/X163/,10461
2.646,X,Crawford Ave. at Baychester Ave.,Stars & Stripes Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X193/,10466
0.817,Q,32 Ave. bet. 99 St. and 100 St.,Fisher Pool,Buildings/Institutions,http://www.nycgovparks.org/parks/Q441/,11369
0.329,M,"E. 48 St. To E. 49 St., FDR",MacArthur Playground,Playground,http://www.nycgovparks.org/parks/M256/,10017
1.593,M,"E. 26 St. To E. 28 St., 2 Ave.",Bellevue South Park,Neighborhood Park,http://www.nycgovparks.org/parks/M263/,10016
6.51,M,"Broadway To 4 Ave., E 14 St. To E 17 St.",Union Square Park,Community Park,http://www.nycgovparks.org/parks/M089/,10003
0.993,Q,Arverne Blvd. bet. Beach 56 St. and Beach 54 St.,Arverne Playground,Playground,http://www.nycgovparks.org/parks/Q313/,11692
0.622,M,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",Twenty-Four Sycamores Park,Playground,http://www.nycgovparks.org/parks/M108Q/,10065
0.588,M,"E. 49 St. To E. 51 St., W/s FDR Dr.",Peter Detmold Park,Neighborhood Park,http://www.nycgovparks.org/parks/M108N/,10022
4.35,M,"E. 90 St., York Ave., FDR Dr.",Asphalt Green,Community Park,http://www.nycgovparks.org/parks/M286/,10128
1.227,M,"FDR Dr., E. 95 St. To E. 97 St.",Stanley Isaacs Playground,Neighborhood Park,http://www.nycgovparks.org/parks/M192/,1002910128
1.253,B,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",Albert J. Parham Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B253/,11205
0.037,M,S/w Corner of E. 12 St. At Ave. B,Children's Garden,Garden,http://www.nycgovparks.org/parks/M113A/,10009
0.403,M,E. 12 St. bet. Ave. A and Ave. B,Joseph C. Sauer Park,Neighborhood Park,http://www.nycgovparks.org/parks/M113/,10009
0.039,M,"Ave. of Americas, King St. and Charlton St.",Charlton Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/M125E/,10014
0.206,M,"Minetta Lane, W. 3 St. and Ave. of Americas",Minetta Playground,Playground,http://www.nycgovparks.org/parks/M125B/,10012
0.056,M,S/e Corner Minetta Lane and Ave. of Americas,Minetta Green,Triangle/Plaza,http://www.nycgovparks.org/parks/M125A/,10012
0.763,M,"Houston St., E. 1 St., 1 Ave.",First Park,Neighborhood Park,http://www.nycgovparks.org/parks/M124/,10003
0.135,M,Rutgers St. and Henry St.,Captain Jacob Joseph Playground,Playground,http://www.nycgovparks.org/parks/M122/,10002
0.185,B,Kosciuszko St. bet. Marcus Garvey Blvd. and Lewis Ave.,Kosciuszko Street Garden,Garden,http://www.nycgovparks.org/parks/B398/,11221
0.17,M,E. 54 St. bet. 1 Ave. and 2 Ave.,Constance Baker Motley Recreation Center,Buildings/Institutions,http://www.nycgovparks.org/parks/M130/,10022
0.319,B,"Rodney St., S. 3 St. and S. 4 St.",Strawberry Playground,Playground,http://www.nycgovparks.org/parks/B223PC/,11211
0.104,B,"Broadway, Marcy Ave. and S. 5 St.",Marcy Green South,Triangle/Plaza,http://www.nycgovparks.org/parks/B223QA/,11211
0.231,Q,Cornaga Ave. bet. Beach 19 St. and Morse Ct.,Sorrentino Recreation Center,Buildings/Institutions,http://www.nycgovparks.org/parks/Q446/,11691
0.137,B,"Marcy Ave., S. 3 St. and S. 4 St.",Marcy Green North,Triangle/Plaza,http://www.nycgovparks.org/parks/B223QC/,11211
0.195,B,"Marcy Ave., S. 4 St. and S. 5 St.",Marcy Green Center,Triangle/Plaza,http://www.nycgovparks.org/parks/B223QB/,11211
10.391,B,"Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.",Commodore Barry Park,Community Park,http://www.nycgovparks.org/parks/B021/,11201
0.181,B,Bedford Ave. bet. Metropolitan Ave. and N. 1 St.,Metropolitan Recreation Center,Buildings/Institutions,http://www.nycgovparks.org/parks/B085/,11211
1.59,X,Mace Ave. bet. Pauldings Ave. and Williamsbridge Rd.,Mazzei Playground,Playground,http://www.nycgovparks.org/parks/X157/,10469
0.024,X,"Boston Rd., Bronxwood Ave., Allerton Ave.",Boston Garden,Triangle/Plaza,http://www.nycgovparks.org/parks/X278/,10467
0.401,X,"White Plains Rd., Van Nest Ave., Unionport Rd.",Van Nest Park,Playground,http://www.nycgovparks.org/parks/X093/,10462
1.294,M,Madison St. bet. Clinton St. and Rutgers St.,Little Flower Playground,Playground,http://www.nycgovparks.org/parks/M132/,10002
2.752,M,"E.125 St., FDR Dr., 1 Ave., Paladino Ave.",Louis Cuvillier Park,Neighborhood Park,http://www.nycgovparks.org/parks/M108A/,10035
0.451,M,"Essex St., Norfolk St. and Houston St.",ABC Playground,Playground,http://www.nycgovparks.org/parks/M116/,10002
1.904,X,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.,Bufano Park,Playground,http://www.nycgovparks.org/parks/X121/,10461
0.653,M,"5 Ave., W. 130 St. To .W 131 St.",Courtney Callender Playground,Playground,http://www.nycgovparks.org/parks/M155/,10037
0.475,M,W. 45 St. bet. 9 Ave. and 10 Ave.,Mathews-Palmer Playground,Playground,http://www.nycgovparks.org/parks/M154/,10036
0.684,M,E. 105 St. To E. 106 St. bet. Lexington Ave. and 3 Ave.,White Playground,Playground,http://www.nycgovparks.org/parks/M148/,10029
0.295,M,"E. 59 St., bet. 1 Ave. and 2 Ave.",Honey Locust Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M177/,10022
286.557,R,"Pittsville St., Hylan Blvd. Richard Ave.",Conference House Park,Nature Area,http://www.nycgovparks.org/parks/R006/,1030710309
198.481,R,Willowbrook Pkwy. from Walker St. to Hylan Blvd.,Willowbrook Parkway,Parkway,http://www.nycgovparks.org/parks/R047/,10302103031030610314
22.809,Q,Center Blvd. bet. 50 Ave. and 2 St.,Hunter's Point South Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q471/,11101
0.762,B,"Graham Ave., Meeker Ave., Humbolt St., BQE",Lentol Garden,Triangle/Plaza,http://www.nycgovparks.org/parks/B223U/,11222
59.956,Q,19 St. bet. Astoria Park S. and Ditmars Blvd.,Astoria Park,Community Park,http://www.nycgovparks.org/parks/Q004/,11105
6.282,X,Bronx River bet. Westchster Av and Bruckner Blvd,Concrete Plant Park,Neighborhood Park,http://www.nycgovparks.org/parks/X305/,1045910472
8.807,B,Surf Ave. to the Boardwalk between W. 19 St. and W. 20 St.,Abe Stark Skating Rink,Buildings/Institutions,http://www.nycgovparks.org/parks/B336/,11224
10.01,B,"Surf Ave. between W. 16 St. and W. 19 St., Public Beach",Steeplechase Park,Community Park,http://www.nycgovparks.org/parks/B369/,11224
1.623,X,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,Burns Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X232/,10469
1.025,X,Adee Ave. at Tenboeck Ave.,Eastchester Playground,Playground,http://www.nycgovparks.org/parks/X156/,10469
71.933,M,"12 Ave., Riverside Blvd. bet. W. 59 St. and W. 72 St.",Riverside Park South,Community Park,http://www.nycgovparks.org/parks/M353/,1001910023
1.657,Q,Beach 63 St. bet. Elizabeth Rd. and Thursby Ave.,Thursby Basin Park,Undeveloped,http://www.nycgovparks.org/parks/Q479/,11692
0.974,X,Britton St. bet. Olinville Ave. and Barker Ave.,Zimmerman Playground,Playground,http://www.nycgovparks.org/parks/X087/,10467
1.225,B,Brighton 2 St. bet. Brightwater Ct. and Boardwalk E.,Brighton Playground,Playground,http://www.nycgovparks.org/parks/B169A/,11235
83.3,R,"Richmond Ter., Tysen St., Kissel Ave., Henderson Ave.",Snug Harbor Cultural Center,Historic House Park,http://www.nycgovparks.org/parks/R116/,1030110310
16.439,Q,129 Ave. bet. 172 St. and 176 St.,Gwen Ifill Park,Nature Area,http://www.nycgovparks.org/parks/Q412/,11434
255.4,Q,"Conch, Sommerville & Norton Basins, Almeda Ave",Rockaway Community Park,Community Park,http://www.nycgovparks.org/parks/Q371/,1169111692
644.35,R,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",Franklin D. Roosevelt Boardwalk and Beach,Waterfront Facility,http://www.nycgovparks.org/parks/R046/,1030510306
4.339,R,"Richmond Ter. To Kill Van Kull, Faber St.",Faber Pool and Park,Community Park,http://www.nycgovparks.org/parks/R008/,10302
2771.747,X,"Bruckner Blvd, Eastchester, Hutchinson",Pelham Bay Park,Flagship Park,http://www.nycgovparks.org/parks/X039/,10461104641046410465104691047510803
58.503,B,"Halleck St., Bush St. bet. Otsego St. and Court St.",Red Hook Recreation Area,Community Park,http://www.nycgovparks.org/parks/B126/,11231
20.34,Q,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",Queensbridge Park,Community Park,http://www.nycgovparks.org/parks/Q104/,11101
11.689,X,"W 232 St , Independence Av , W 235 St ,",Seton Park,Community Park,http://www.nycgovparks.org/parks/X201/,1046310471
1.534,R,Parkinson Ave. at Kramer St.,Old Town Playground,Playground,http://www.nycgovparks.org/parks/R063/,10305
0.892,R,"Sand La., Major Ave. and Mcfarland Ave.",Arrochar Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/R062/,10305
4.096,R,"Tompkins Ave., Broad St. and Hill St.",Rev. Dr. Maggie Howard Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/R061/,10304
1.02,X,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,Matthews Muliner Playground,Playground,http://www.nycgovparks.org/parks/X178/,10462
0.008,X,Tierney Pl. at Locust Pt. Dr.,Park,Strip,http://www.nycgovparks.org/parks/X191D/,10465
7.463,R,"Midland Ave., Mason Ave., Bedford Ave., Boundary Ave.",Midland Field,Jointly Operated Playground,http://www.nycgovparks.org/parks/R038A/,10306
1.681,R,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",Midland Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/R038/,10306
0.172,M,"W. 150 St., W/s 7 Ave.",Bill Bojangles Robinson Playground,Playground,http://www.nycgovparks.org/parks/M138/,10039
52.68328275,R,"Ocean Ter., Emerson Ct., Merrick Ave., Chapin Ave.",Reed's Basket Willow Swamp Park,Nature Area,http://www.nycgovparks.org/parks/R118/,1030110304
2.29,B,"Dumont Ave., Blake Ave. bet. Bradford St. and Miller Ave.",Martin Luther King Jr. Playground,Playground,http://www.nycgovparks.org/parks/B056/,11207
205.977,R,"Victory Blvd., Clove Rd., Forest Ave.",Silver Lake Park,Community Park,http://www.nycgovparks.org/parks/R022/,10301
193.423,R,"Forest Ave., Victory Blvd., bet. Clove Rd. and Brookside Ave., Royal Oak Rd.",Clove Lakes Park,Community Park,http://www.nycgovparks.org/parks/R005/,1030110310
0.41,B,Jamaica Ave. bet. Warwick St. to Ashford St.,Highland Park Childrens Garden,Garden,http://www.nycgovparks.org/parks/B047A/,11207
47.57,B,"Washington Ave., Flatbush Ave. bet. Eastern Pkwy. and Empire Blvd.",Brooklyn Botanic Garden,Buildings/Institutions,http://www.nycgovparks.org/parks/B010/,11238
2.075,X,Story Ave. bet. Taylor Ave. and Thieriot Ave.,Story Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X204/,10473
216.655,B,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",Dyker Beach Park,Community Park,http://www.nycgovparks.org/parks/B028/,1120911228
1.874,B,"Court St., Smith St., bet. Carroll St. and President St.",Carroll Park,Neighborhood Park,http://www.nycgovparks.org/parks/B019/,11231
2.783,B,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,Bushwick Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B017/,11237
1.32,B,Hopkinson Ave. bet. Marion St. and Chauncey St.,Marion Hopkinson Playground,Neighborhood Park,http://www.nycgovparks.org/parks/B110/,11233
67.213,M,"Riverside Dr To Broadway, W 192 St To Dyckman St",Fort Tryon Park,Community Park,http://www.nycgovparks.org/parks/M029/,10040
0.778,Q,"Astoria Blvd., 30 Ave. bet. Main Ave. and 8 St.",Two Coves Community Garden,Garden,http://www.nycgovparks.org/parks/Q477/,11102
1.78,Q,"Lewis Ave., Radcliff Ave. bet. 101 St. and 102 St.",Simeone Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q474/,11368
0.517,B,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,Lafayette Playground,Playground,http://www.nycgovparks.org/parks/B023/,11221
0.518,Q,49 Ave. bet. 5 St. and Vernon Blvd.,Andrews Grove,Playground,http://www.nycgovparks.org/parks/Q045/,11101
0.054,M,Madison Ave. bet. E. 110 St. and E. 111 St.,Pueblo Unido Garden,Garden,http://www.nycgovparks.org/parks/M384/,10029
0.057,M,E. 115 St. bet. Park Ave. and Madison Ave.,La Cuevita Garden,Garden,http://www.nycgovparks.org/parks/M383/,10029
0.116,M,E. 114 St. bet. 1 Ave. and Pleasant Ave.,Pleasant Park Garden,Garden,http://www.nycgovparks.org/parks/M375/,10029
0.052,M,W. 122 St. bet. Frederick Douglass Blvd. and Adam C. Powell Blvd.,Our Little Green Acre Garden,Garden,http://www.nycgovparks.org/parks/M365/,10027
0.058,M,E. 122 St. bet. Park Ave. and Lexington Ave.,Jackie Robinson Community Garden,Garden,http://www.nycgovparks.org/parks/M364/,10035
0.046,M,W. 124 St. bet. Lenox Ave. and 5 Ave.,W 124th Street Community Garden,Garden,http://www.nycgovparks.org/parks/M362/,10027
0.15,M,E. 7 St. bet. Ave. B and Ave. C,Lower East Side Ecology Center,Garden,http://www.nycgovparks.org/parks/M361/,10009
0.061,M,"E. 3 St., bet. Ave. B and Ave. C",Los Amigos Garden,Garden,http://www.nycgovparks.org/parks/M357/,10009
0.053,M,W. 120 St. bet. Adam Clayton Powell Blvd. and St Nicholas Ave.,P.S. 76 Garden,Garden,http://www.nycgovparks.org/parks/M356/,10027
0.12,M,E. 2 St. bet. Ave. B and Ave. C,Peachtree Garden,Garden,http://www.nycgovparks.org/parks/M350/,10009
0.14,M,W. 123 St. bet. Lenox Ave. and Adam C Powell Blvd.,New 123rd St Block Association Garden,Garden,http://www.nycgovparks.org/parks/M349/,10027
0.1,M,W. 162 St. bet. Amsterdam Ave. and Edgecombe Ave.,Morris-Jumel Ecological Education Garden,Garden,http://www.nycgovparks.org/parks/M348/,10032
0.043,M,Columbus Ave. and W. 107 St.,Mobilization For Change,Garden,http://www.nycgovparks.org/parks/M347/,10025
0.023,M,Ave. B bet. E. 12 St. and E. 13 St.,Community Garden Association,Garden,http://www.nycgovparks.org/parks/M342/,10009
0.08,M,E. 117 St. bet. Lexington Ave. and 3 Ave.,117th St Community Garden,Garden,http://www.nycgovparks.org/parks/M331/,10035
0.04,M,E. 111 St. bet. Lexington Ave. and 3 Ave.,Family Community Garden,Garden,http://www.nycgovparks.org/parks/M330/,10029
0.084,M,W. 126 St. bet. St Nicholas Ave. and Frederick Douglas Blvd.,William B. Washington Memorial Garden,Garden,http://www.nycgovparks.org/parks/M328/,10027
0.267,M,"E. Houston, bet. Bowery and 2 Ave.",Liz Christy Garden,Garden,http://www.nycgovparks.org/parks/M326/,10003
0.55,M,E. 9 St. bet. Ave. B and Ave. C,La Plaza Cultural,Garden,http://www.nycgovparks.org/parks/M325/,10009
0.072,M,E. 4 St. bet. Bowery and Lafayette St.,Merchant's House Museum,Historic House Park,http://www.nycgovparks.org/parks/M318/,10003
0.086,M,W. 143 St. bet. Hamilton Pl. and Broadway,Frank White Memorial Garden,Garden,http://www.nycgovparks.org/parks/M317/,10031
0.117,M,"E. 3 St., bet. Ave. A and Ave. B",Miracle Garden,Garden,http://www.nycgovparks.org/parks/M314/,10009
0.478,M,E. 9. St. and Ave. C,9th St Community Garden Park,Garden,http://www.nycgovparks.org/parks/M312/,10009
0.38,M,"W. 104 St., Manhattan Ave., Central Park W.",W 104th Street Garden,Garden,http://www.nycgovparks.org/parks/M306/,10025
0.252,M,E. 124 St.bet. 2 Ave. and 3 Ave.,Detective Omar Edwards Park,Neighborhood Park,http://www.nycgovparks.org/parks/M302/,10035
0.383,M,"Pleasant Ave., bet. E. 118 St. and E. 119 St.",Pleasant Village Community Garden,Garden,http://www.nycgovparks.org/parks/M299/,10035
0.39,M,Ave. B bet. E. 5 St. and E. 6 St.,6th St and Ave B Community Garden,Garden,http://www.nycgovparks.org/parks/M293/,10009
0.24,M,E. 101 St. bet. 3 Ave. and Lexington Ave.,Sunshine Playground,Playground,http://www.nycgovparks.org/parks/M292/,10029
0.1,M,Dover St. bet. Pearl St. and Water St.,Fishbridge Garden,Garden,http://www.nycgovparks.org/parks/M291/,10038
0.04,M,71 St. bet. West End Ave. and Amsterdam Ave.,Septuagesimo UNO,Triangle/Plaza,http://www.nycgovparks.org/parks/M282/,10023
0.73,M,"E. 4 St. to E. 5 St., Ave. C, Ave. D",El Jardin Del Paraiso Park,Garden,http://www.nycgovparks.org/parks/M268/,10009
0.163,M,E. 129 St. bet. 5 Ave. and Madison Ave.,Harlem Rose Garden,Garden,http://www.nycgovparks.org/parks/M363/,10035
0.109,M,Amsterdam Ave. bet. W. 111 St. and W. 112 St.,West 111th St. People's Garden,Garden,http://www.nycgovparks.org/parks/M368/,10025
0.057,M,W. 126 St. and Frederick Douglass Blvd.,CEP Community Garden,Garden,http://www.nycgovparks.org/parks/M374/,10027
0.452,Q,"107 St., 108 St. bet. Northern Blvd. and 34 Ave.",Louis Armstrong Community Center,Buildings/Institutions,http://www.nycgovparks.org/parks/Q468/,11368
0.229,Q,Cross Bay Blvd. bet. E 9 Rd. and E 10 Rd.,Gene Gray Playground,Playground,http://www.nycgovparks.org/parks/Q456/,11693
1.143,M,Hudson St. bet. Gansevoort St. and Horatio St.,Corporal John A. Seravalli Playground,Neighborhood Park,http://www.nycgovparks.org/parks/M237/,10014
0.786,M,"Lexington Ave., E. 95 St. To E. 96 St.",Samuel Seabury Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M236/,10128
0.891,M,"E. Broadway, Henry St., Gouverneur St.",Sol Lain Plgd,Jointly Operated Playground,http://www.nycgovparks.org/parks/M235/,10002
0.584,M,St Nicholas Ave. and W. 156 St.,Wright Brothers Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M234/,10032
4.427,Q,"Springfield Blvd., Sloan St. bet. 139 Ave. and Eastgate Plaza",Montbellier Park,Community Park,http://www.nycgovparks.org/parks/Q396/,11413
0.947,M,W. 70 St. bet. W. End Ave. and Amsterdam Ave.,Matthew P. Sapolin Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M233/,10023
1.27,M,E. 120 St. bet. 1 Ave. and 2 Ave.,Wagner Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M225/,10035
2.095,Q,Albert Rd. bet. 96 St. and Centerville St.,Centreville Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q386/,11417
3.867,Q,Jamaica Ave. bet. 202 St. and 204 St.,Haggerty Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q359/,11423
